Selection	View	Channel	Begin Path	File Duration (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
159	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24288.423774092993	24291.423774092993	150	15000	namsan1	Namaqua Sandgrouse	0.9999
160	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24291.223774092992	24294.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.9799
161	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24294.02377409299	24297.02377409299	150	15000	namsan1	Namaqua Sandgrouse	0.9619
162	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24299.623774092994	24302.623774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9688
163	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24302.423774092993	24305.423774092993	150	15000	namsan1	Namaqua Sandgrouse	0.9996
164	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24305.223774092992	24308.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.9957
165	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24308.02377409299	24311.02377409299	150	15000	namsan1	Namaqua Sandgrouse	0.9880
166	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24310.823774092994	24313.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9968
167	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24313.623774092994	24316.623774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9829
168	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24316.423774092993	24319.423774092993	150	15000	namsan1	Namaqua Sandgrouse	0.9950
169	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24319.223774092992	24322.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.9721
170	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24330.423774092993	24333.423774092993	150	15000	namsan1	Namaqua Sandgrouse	0.9773
171	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24333.223774092992	24336.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.8269
172	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24336.02377409299	24339.02377409299	150	15000	namsan1	Namaqua Sandgrouse	0.9838
173	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24338.823774092994	24341.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9956
174	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24341.623774092994	24344.623774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9851
175	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24344.423774092993	24347.423774092993	150	15000	namsan1	Namaqua Sandgrouse	0.9960
176	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24347.223774092992	24350.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.9925
177	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24350.02377409299	24353.02377409299	150	15000	namsan1	Namaqua Sandgrouse	0.9944
178	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24352.823774092994	24355.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9897
179	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24355.623774092994	24358.623774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9991
180	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24361.223774092992	24364.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.9877
181	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24364.02377409299	24367.02377409299	150	15000	namsan1	Namaqua Sandgrouse	0.9998
182	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24366.823774092994	24369.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.8950
183	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24369.623774092994	24372.623774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9618
184	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24380.823774092994	24383.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9989
185	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24383.623774092994	24386.623774092994	150	15000	namsan1	Namaqua Sandgrouse	0.8818
186	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24392.02377409299	24395.02377409299	150	15000	namsan1	Namaqua Sandgrouse	0.9785
187	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24400.423774092993	24403.423774092993	150	15000	namsan1	Namaqua Sandgrouse	0.9949
188	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24403.223774092992	24406.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.9948
189	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24406.02377409299	24409.02377409299	150	15000	namsan1	Namaqua Sandgrouse	0.9917
190	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24408.823774092994	24411.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9882
191	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24411.623774092994	24414.623774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9979
192	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24414.423774092993	24417.423774092993	150	15000	namsan1	Namaqua Sandgrouse	0.8289
193	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24450.823774092994	24453.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9916
194	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24453.623774092994	24456.623774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9756
195	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24464.823774092994	24467.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9410
196	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24478.823774092994	24481.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.7029
197	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24487.223774092992	24490.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.9945
198	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24492.823774092994	24495.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.8731
199	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24498.423774092993	24501.423774092993	150	15000	namsan1	Namaqua Sandgrouse	0.9990
200	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24501.223774092992	24504.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.9992
201	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24504.023774092995	24507.023774092995	150	15000	namsan1	Namaqua Sandgrouse	0.9969
202	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24506.823774092994	24509.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9982
203	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24509.623774092994	24512.623774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9984
204	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24512.423774092993	24515.423774092993	150	15000	namsan1	Namaqua Sandgrouse	0.9953
205	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24515.223774092992	24518.223774092992	150	15000	namsan1	Namaqua Sandgrouse	0.9983
206	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24518.023774092995	24521.023774092995	150	15000	namsan1	Namaqua Sandgrouse	0.9836
207	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24520.823774092994	24523.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9776
208	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24688.823774092994	24691.823774092994	150	15000	namsan1	Namaqua Sandgrouse	0.9664
209	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24694.423774092993	24697.423774092993	150	15000	namsan1	Namaqua Sandgrouse	0.9993
210	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24697.223774092996	24700.223774092996	150	15000	namsan1	Namaqua Sandgrouse	0.8046
211	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24714.023774092995	24717.023774092995	150	15000	namsan1	Namaqua Sandgrouse	0.8406
212	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24722.423774092993	24725.423774092993	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8108
213	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T105955.262500+0200_E20230723T110955.688995+0200_-26.97815+21.83510.wav	599.8173696145125	24772.823774092994	24775.823774092994	150	15000	wbswea1	White-browed Sparrow-Weaver	0.7298
214	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T125955.114283+0200_E20230723T130954.979633+0200_-26.97815+21.83510.wav	599.8173696145125	25586.05851332202	25589.05851332202	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8419
215	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T125955.114283+0200_E20230723T130954.979633+0200_-26.97815+21.83510.wav	599.8173696145125	25658.85851332202	25661.85851332202	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8840
216	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T125955.114283+0200_E20230723T130954.979633+0200_-26.97815+21.83510.wav	599.8173696145125	25672.85851332202	25675.85851332202	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8057
217	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T125955.114283+0200_E20230723T130954.979633+0200_-26.97815+21.83510.wav	599.8173696145125	25745.65851332202	25748.65851332202	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8259
218	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T125955.114283+0200_E20230723T130954.979633+0200_-26.97815+21.83510.wav	599.8173696145125	25933.25851332202	25936.25851332202	150	15000	wbswea1	White-browed Sparrow-Weaver	0.7658
219	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T135954.990759+0200_E20230723T140954.853733+0200_-26.97815+21.83510.wav	599.8173696145125	26589.075882936533	26592.075882936533	150	15000	wbswea1	White-browed Sparrow-Weaver	0.9292
220	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T165954.786188+0200_E20230723T170954.652964+0200_-26.97815+21.83510.wav	599.8173696145125	28052.527991780073	28055.527991780073	150	15000	helgui	Helmeted Guineafowl	0.7236
221	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T165954.786188+0200_E20230723T170954.652964+0200_-26.97815+21.83510.wav	599.8173696145125	28287.727991780073	28290.727991780073	150	15000	helgui	Helmeted Guineafowl	0.8449
222	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T165954.786188+0200_E20230723T170954.652964+0200_-26.97815+21.83510.wav	599.8173696145125	28293.327991780072	28296.327991780072	150	15000	helgui	Helmeted Guineafowl	0.8761
223	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T165954.786188+0200_E20230723T170954.652964+0200_-26.97815+21.83510.wav	599.8173696145125	28396.927991780074	28399.927991780074	150	15000	wbswea1	White-browed Sparrow-Weaver	0.7208
224	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T175954.633805+0200_E20230723T180954.502873+0200_-26.97815+21.83510.wav	599.8173696145125	28823.145361394585	28826.145361394585	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8111
225	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T175954.633805+0200_E20230723T180954.502873+0200_-26.97815+21.83510.wav	599.8173696145125	28853.945361394588	28856.945361394588	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8649
226	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230723_test_2\S20230723T175954.633805+0200_E20230723T180954.502873+0200_-26.97815+21.83510.wav	599.8173696145125	28856.745361394587	28859.745361394587	150	15000	wbswea1	White-browed Sparrow-Weaver	0.7584
227	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230724_test_2\S20230724T065953.788118+0200_E20230724T070953.797497+0200_-26.97815+21.83510.wav	599.9784375	36325.90398100911	36328.90398100911	150	15000	wbswea1	White-browed Sparrow-Weaver	0.7353
228	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230724_test_2\S20230724T065953.788118+0200_E20230724T070953.797497+0200_-26.97815+21.83510.wav	599.9784375	36373.50398100912	36376.50398100912	150	15000	wbswea1	White-browed Sparrow-Weaver	0.9709
229	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230724_test_2\S20230724T065953.788118+0200_E20230724T070953.797497+0200_-26.97815+21.83510.wav	599.9784375	36451.90398100911	36454.90398100911	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8584
230	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230724_test_2\S20230724T065953.788118+0200_E20230724T070953.797497+0200_-26.97815+21.83510.wav	599.9784375	36454.703981009116	36457.703981009116	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8205
231	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230724_test_2\S20230724T065953.788118+0200_E20230724T070953.797497+0200_-26.97815+21.83510.wav	599.9784375	36768.303981009114	36771.303981009114	150	15000	sghspa2	Southern Gray-headed Sparrow	0.8305
232	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230724_test_2\S20230724T065953.788118+0200_E20230724T070953.797497+0200_-26.97815+21.83510.wav	599.9784375	36782.303981009114	36785.303981009114	150	15000	sghspa2	Southern Gray-headed Sparrow	0.9215
233	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230724_test_2\S20230724T075953.605626+0200_E20230724T080953.459401+0200_-26.97815+21.83510.wav	599.8173696145125	36962.282418509116	36965.282418509116	150	15000	wbswea1	White-browed Sparrow-Weaver	0.9244
234	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230724_test_2\S20230724T075953.605626+0200_E20230724T080953.459401+0200_-26.97815+21.83510.wav	599.8173696145125	37091.08241850912	37094.08241850912	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8175
235	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230724_test_2\S20230724T075953.605626+0200_E20230724T080953.459401+0200_-26.97815+21.83510.wav	599.8173696145125	37099.48241850912	37102.48241850912	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8313
236	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230724_test_2\S20230724T075953.605626+0200_E20230724T080953.459401+0200_-26.97815+21.83510.wav	599.8173696145125	37175.08241850912	37178.08241850912	150	15000	wbswea1	White-browed Sparrow-Weaver	0.8147
237	Spectrogram 1	1	C:\Users\vdemartsev\ownCloud\SA_field_course\Program\CBEHAV_KRC_Scripts\PAM\P04_00024969\P04_20230724_test_2\S20230724T075953.605626+0200_E20230724T080953.459401+0200_-26.97815+21.83510.wav	599.8173696145125	37177.88241850912	37180.88241850912	150	15000	wbswea1	White-browed Sparrow-Weaver	0.9052
